pdf_file_name,block_coverage,is corupted
pdftc_010k_0673.xml,7.819628647,
pdftc_010k_1292.xml,7.819628647,
pdftc_010k_0457.xml,7.820444807,
pdftc_010k_0689.xml,7.820444807,
pdftc_010k_0834.xml,7.820444807,
pdftc_100k_0273.xml,7.820444807,
pdftc_010k_0398.xml,7.821260967,
pdftc_010k_0610.xml,7.821260967,
pdftc_010k_0712.xml,7.821260967,
pdftc_010k_0715.xml,7.821260967,
pdftc_010k_0855.xml,7.821260967,
pdftc_010k_0447.xml,7.822077127,
pdftc_010k_0638.xml,7.822077127,
pdftc_010k_0660.xml,7.822077127,
pdftc_010k_0702.xml,7.822077127,
pdftc_010k_0713.xml,7.822077127,
pdftc_010k_0424.xml,7.822893287,
pdftc_010k_0450.xml,7.822893287,
pdftc_010k_0462.xml,7.822893287,
pdftc_010k_0669.xml,7.822893287,
pdftc_010k_0691.xml,7.822893287,
pdftc_010k_0726.xml,7.822893287,
pdftc_010k_0776.xml,7.822893287,
pdftc_010k_1323.xml,7.822893287,
pdftc_010k_0644.xml,7.823709447,
pdftc_010k_0727.xml,7.823709447,
pdftc_100k_0293.xml,7.823709447,
pdftc_010k_0465.xml,7.824525607,
pdftc_010k_0530.xml,7.824525607,
pdftc_010k_0564.xml,7.824525607,
pdftc_010k_0630.xml,7.824525607,
pdftc_010k_0675.xml,7.824525607,
pdftc_010k_0693.xml,7.824525607,
pdftc_010k_0700.xml,7.824525607,
pdftc_010k_0745.xml,7.824525607,
pdftc_010k_0501.xml,7.825341767,
pdftc_010k_0502.xml,7.825341767,
pdftc_010k_0647.xml,7.825341767,
pdftc_010k_0688.xml,7.825341767,
pdftc_010k_0709.xml,7.825341767,
pdftc_010k_0753.xml,7.825341767,
pdftc_010k_0804.xml,7.825341767,
pdftc_100k_1032.xml,7.825341767,
pdftc_010k_0793.xml,7.826157927,
pdftc_010k_0484.xml,7.826974087,
pdftc_010k_0690.xml,7.826974087,
pdftc_010k_0695.xml,7.826974087,
pdftc_010k_0698.xml,7.826974087,
pdftc_010k_0624.xml,7.827790247,
pdftc_010k_0639.xml,7.827790247,
pdftc_010k_0674.xml,7.827790247,
pdftc_010k_0736.xml,7.827790247,
pdftc_010k_0427.xml,7.828606407,
pdftc_010k_0597.xml,7.828606407,
pdftc_010k_0621.xml,7.828606407,
pdftc_010k_0710.xml,7.828606407,
pdftc_010k_0402.xml,7.829422567,
pdftc_010k_0408.xml,7.829422567,
pdftc_010k_0495.xml,7.829422567,
pdftc_010k_0574.xml,7.829422567,
pdftc_010k_0589.xml,7.829422567,
pdftc_010k_0759.xml,7.829422567,
pdftc_010k_0489.xml,7.830238727,
pdftc_010k_0708.xml,7.830238727,
